DEMAND,Time (HH:MM),Pressure before leakage,Pressure at leakage,Pressure after leakage,Flow before leakage,Flow after leakage,DEMAND AT LEAKAGE,Label
1.1,7:40,1022.22,317.7800,244.49,5.0500,1.4900,3.5700,Leakage
1.1,7:40,1020.4200,124.3800,67.8300,5.7600,1.2900,4.4600,Theft
1.1,7:40,1020.1300,86.4800,34.63,5.8900,1.2400,4.65,Theft
1.1,7:50,1047.8500,938.0600,828.2700,1.8500,1.8500,0.0000,No leakage
1.1,7:50,1042.5100,899.7800,791.9600,2.1300,1.8300,0.3,Leakage
1.1,7:50,1038.5900,860.8800,755.08,2.4000,1.8200,0.5900,Leakage
1.1,7:50,1025.99,563.0400,473.78,4.0300,1.6600,2.3700,Leakage
1.1,7:50,1022.22,317.7700,244.49,5.0500,1.4900,3.5700,Leakage
1.1,7:50,1020.4100,124.3800,67.8300,5.7600,1.2900,4.4600,Theft
1.1,7:50,1020.1200,86.4800,34.63,5.8900,1.2400,4.65,Theft
1.2,8:00,1045.9500,926.1700,806.3900,1.9400,1.9400,0.0000,No leakage
1.2,8:00,1041.0900,887.4400,769.7500,2.2200,1.9200,0.3,Leakage
1.2,8:00,1037.4900,848.1000,732.57,2.4900,1.9000,0.5800,Leakage
1.2,8:00,1025.68,550.1400,452.11,4.0900,1.7400,2.3500,Leakage
1.2,8:00,1022.07,308.7600,227.52,5.0900,1.5700,3.5100,Leakage
1.2,8:00,1020.3300,120.5300,57.1100,5.7700,1.3800,4.3900,Theft
1.2,8:00,1020.0600,83.8500,25.65,5.8900,1.3200,4.58,Theft
1.2,8:10,1045.9400,926.1600,806.3800,1.9400,1.9400,0.0000,No leakage
1.2,8:10,1041.0800,887.4300,769.7400,2.2200,1.9200,0.3,Leakage
1.2,8:10,1037.4800,848.1000,732.56,2.4900,1.9000,0.5800,Leakage
1.2,8:10,1025.67,550.1400,452.1,4.0900,1.7400,2.3500,Leakage
1.2,8:10,1022.06,308.7600,227.52,5.0900,1.5700,3.5100,Leakage
1.2,8:10,1020.3200,120.5300,57.1100,5.7700,1.3800,4.3900,Theft
1.2,8:10,1020.0500,83.8500,25.65,5.8900,1.3200,4.58,Theft
1.2,8:20,1045.9300,926.1500,806.3700,1.9400,1.9400,0.0000,No leakage
1.2,8:20,1041.0700,887.4200,769.7300,2.2200,1.9200,0.3,Leakage
1.2,8:20,1037.4700,848.0900,732.56,2.4900,1.9000,0.5800,Leakage
1.2,8:20,1025.66,550.1300,452.1,4.0900,1.7400,2.3500,Leakage
1.2,8:20,1022.05,308.7600,227.52,5.0900,1.5700,3.5100,Leakage
1.2,8:20,1020.3200,120.5200,57.1100,5.7700,1.3800,4.3900,Theft
1.2,8:20,1020.0400,83.8500,25.65,5.8900,1.3200,4.58,Theft
1.4,8:30,1042.6200,901.8200,761.0200,2.1200,2.1200,0.0000,No leakage
1.4,8:30,1038.5700,862.1500,723.7100,2.3900,2.1000,0.29,Leakage
1.4,8:30,1035.5000,821.9800,685.97,2.6500,2.0800,0.5700,Leakage
1.4,8:30,1025.08,524.4300,407.88,4.2000,1.9100,2.2900,Leakage
1.4,8:30,1021.78,291.1400,193.09,5.1600,1.7400,3.4100,Leakage
1.4,8:30,1020.1800,113.2200,35.5100,5.7900,1.5400,4.2600,Theft
1.4,8:30,1019.9300,79.1000,8.23,5.9100,1.4600,4.45,Theft
1.4,8:40,1042.6200,901.8100,761.0100,2.1200,2.1200,0.0000,No leakage
1.4,8:40,1038.5600,862.1400,723.7000,2.3900,2.1000,0.29,Leakage
1.4,8:40,1035.4900,821.9700,685.96,2.6500,2.0800,0.5700,Leakage
1.4,8:40,1025.07,524.4300,407.88,4.2000,1.9100,2.2900,Leakage
1.4,8:40,1021.78,291.1300,193.09,5.1600,1.7400,3.4100,Leakage
1.4,8:40,1020.1700,113.2200,35.5100,5.7900,1.5400,4.2600,Theft
1.4,8:40,1019.9200,79.1100,8.27,5.9100,1.4600,4.45,Theft
1.4,8:50,1042.6100,901.8100,761.0000,2.1200,2.1200,0.0000,No leakage
1.4,8:50,1038.5500,862.1400,723.6900,2.3900,2.1000,0.29,Leakage
1.4,8:50,1035.4800,821.9700,685.95,2.6500,2.0800,0.5700,Leakage
1.4,8:50,1025.06,524.4200,407.87,4.2000,1.9100,2.2900,Leakage
1.4,8:50,1021.77,291.1300,193.09,5.1600,1.7400,3.4100,Leakage
1.4,8:50,1020.1600,113.2200,35.5100,5.7900,1.5400,4.2600,Theft
1.4,8:50,1019.9100,79.1100,8.27,5.9100,1.4600,4.45,Theft
1.5,9:00,1041.1600,889.3400,737.5300,2.2100,2.2100,0.0000,No leakage
1.5,9:00,1037.4300,849.2000,699.8900,2.4800,2.1900,0.29,Leakage
1.5,9:00,1034.5900,808.6400,661.9,2.7400,2.1700,0.5700,Leakage
1.5,9:00,1024.78,511.6300,385.37,4.2600,2.0000,2.2600,Leakage
1.5,9:00,1021.63,282.5300,175.68,5.1900,1.8300,3.3600,Leakage
1.5,9:00,1020.1000,109.8200,24.8600,5.8100,1.6100,4.1900,Theft
1.5,9:00,1019.8600,77.2400,1.04,5.9200,1.5200,4.39,Theft
1.5,9:10,1041.1500,889.3300,737.5200,2.2100,2.2100,0.0000,No leakage
1.5,9:10,1037.4200,849.1900,699.8800,2.4800,2.1900,0.29,Leakage
1.5,9:10,1034.5800,808.6300,661.89,2.7400,2.1700,0.5700,Leakage
1.5,9:10,1024.77,511.6300,385.37,4.2600,2.0000,2.2600,Leakage
1.5,9:10,1021.63,282.5300,175.67,5.1900,1.8300,3.3600,Leakage
1.5,9:10,1020.0900,109.8200,24.8600,5.8100,1.6100,4.1900,Theft
1.5,9:10,1019.8500,77.2600,1.11,5.9200,1.5200,4.39,Theft
1.5,9:20,1041.1400,889.3300,737.5100,2.2100,2.2100,0.0000,No leakage
1.5,9:20,1037.4100,849.1800,699.8700,2.4800,2.1900,0.29,Leakage
1.5,9:20,1034.5700,808.6200,661.88,2.7400,2.1700,0.5700,Leakage
1.5,9:20,1024.76,511.6200,385.36,4.2600,2.0000,2.2600,Leakage
1.5,9:20,1021.62,282.5300,175.67,5.1900,1.8300,3.3600,Leakage
1.5,9:20,1020.0800,109.8200,24.8600,5.8100,1.6100,4.1900,Theft
1.5,9:20,1019.8400,77.2600,1.11,5.9200,1.5200,4.39,Theft
1.5,9:30,1041.1300,889.3200,737.5100,2.2100,2.2100,0.0000,No leakage
1.5,9:30,1037.4100,849.1800,699.8700,2.4800,2.1900,0.29,Leakage
1.5,9:30,1034.5600,808.6200,661.88,2.7400,2.1700,0.5700,Leakage
1.5,9:30,1024.76,511.6200,385.36,4.2600,2.0000,2.2600,Leakage
1.5,9:30,1021.61,282.5200,175.67,5.1900,1.8300,3.3600,Leakage
1.5,9:30,1020.0700,109.8200,24.8500,5.8000,1.6100,4.1900,Theft
1.5,9:30,1019.8300,77.2600,1.11,5.9200,1.5200,4.39,Theft
1.5,9:40,1041.1200,889.3100,737.5000,2.2100,2.2100,0.0000,No leakage
1.5,9:40,1037.4000,849.1700,699.8600,2.4800,2.1900,0.29,Leakage
1.5,9:40,1034.5600,808.6100,661.87,2.7400,2.1700,0.5700,Leakage
1.5,9:40,1024.75,511.6100,385.35,4.2600,2.0000,2.2600,Leakage
1.5,9:40,1021.6,282.5200,175.66,5.1900,1.8300,3.3600,Leakage
1.5,9:40,1020.0600,109.8200,24.8500,5.8000,1.6100,4.1900,Theft
1.5,9:40,1019.8200,77.2600,1.11,5.9200,1.5200,4.39,Theft
1.5,9:50,1041.1100,889.3000,737.4900,2.2100,2.2100,0.0000,No leakage
1.5,9:50,1037.3900,849.1600,699.8500,2.4800,2.1900,0.29,Leakage
1.5,9:50,1034.5500,808.6000,661.86,2.7400,2.1700,0.5700,Leakage
1.5,9:50,1024.74,511.6100,385.35,4.2600,2.0000,2.2600,Leakage
1.5,9:50,1021.59,282.5200,175.66,5.1900,1.8300,3.3600,Leakage
1.5,9:50,1020.0500,109.8200,24.8500,5.8000,1.6100,4.1900,Theft
1.5,9:50,1019.8100,77.2600,1.11,5.9200,1.5200,4.39,Theft
1.3,10:00,1044.1200,914.0100,783.8900,2.0300,2.0300,0.0000,No leakage
1.3,10:00,1039.6900,874.8100,746.9200,2.3100,2.0100,0.3,Leakage
1.3,10:00,1036.3700,835.0500,709.45,2.5700,1.9900,0.5800,Leakage
1.3,10:00,1025.28,537.2200,430.08,4.1500,1.8300,2.3200,Leakage
1.3,10:00,1021.83,299.8500,210.36,5.1200,1.6600,3.4600,Leakage
1.3,10:00,1020.1700,116.7900,46.3000,5.7800,1.4600,4.3200,Theft
1.3,10:00,1019.9000,81.3700,16.75,5.9000,1.3900,4.51,Theft
1.3,10:10,1044.1100,914.0000,783.8800,2.0300,2.0300,0.0000,No leakage
1.3,10:10,1039.6800,874.8000,746.9100,2.3100,2.0100,0.3,Leakage
1.3,10:10,1036.3600,835.0500,709.44,2.5700,1.9900,0.5800,Leakage
1.3,10:10,1025.27,537.2100,430.08,4.1500,1.8300,2.3200,Leakage
1.3,10:10,1021.83,299.8500,210.35,5.1200,1.6600,3.4600,Leakage
1.3,10:10,1020.1600,116.7900,46.3000,5.7800,1.4600,4.3200,Theft
1.3,10:10,1019.8900,81.3700,16.76,5.9000,1.3900,4.51,Theft
1.3,10:20,1044.1000,913.9900,783.8700,2.0300,2.0300,0.0000,No leakage
1.3,10:20,1039.6700,874.7900,746.9000,2.3100,2.0100,0.3,Leakage
1.3,10:20,1036.3500,835.0400,709.44,2.5700,1.9900,0.5800,Leakage
1.3,10:20,1025.26,537.2100,430.07,4.1500,1.8300,2.3200,Leakage
1.3,10:20,1021.82,299.8400,210.35,5.1200,1.6600,3.4600,Leakage
1.3,10:20,1020.1500,116.7900,46.3000,5.7800,1.4600,4.3200,Theft
1.3,10:20,1019.8800,81.3700,16.76,5.9000,1.3900,4.51,Theft
1.2,10:30,1045.8200,926.0500,806.2700,1.9400,1.9400,0.0000,No leakage
1.2,10:30,1040.9600,887.3200,769.6400,2.2200,1.9200,0.3,Leakage
1.2,10:30,1037.3600,847.9900,732.46,2.4900,1.9000,0.5800,Leakage
1.2,10:30,1025.55,550.0700,452.04,4.0900,1.7400,2.3500,Leakage
1.2,10:30,1021.94,308.7200,227.48,5.0900,1.5700,3.5100,Leakage
1.2,10:30,1020.2100,120.5100,57.0900,5.7700,1.3800,4.3900,Theft
1.2,10:30,1019.9300,83.8400,25.64,5.8900,1.3200,4.58,Theft
1.2,10:40,1045.8100,926.0400,806.2700,1.9400,1.9400,0.0000,No leakage
1.2,10:40,1040.9500,887.3100,769.6300,2.2200,1.9200,0.3,Leakage
1.2,10:40,1037.3500,847.9800,732.46,2.4900,1.9000,0.5800,Leakage
1.2,10:40,1025.54,550.0600,452.03,4.0900,1.7400,2.3500,Leakage
1.2,10:40,1021.93,308.7100,227.48,5.0900,1.5700,3.5100,Leakage
1.2,10:40,1020.2000,120.5100,57.0900,5.7700,1.3800,4.3900,Theft
1.2,10:40,1019.9200,83.8400,25.64,5.8900,1.3200,4.58,Theft
1.2,10:50,1045.8000,926.0300,806.2600,1.9400,1.9400,0.0000,No leakage
1.2,10:50,1040.9500,887.3000,769.6200,2.2200,1.9200,0.3,Leakage
1.2,10:50,1037.3400,847.9800,732.45,2.4900,1.9000,0.5800,Leakage
1.2,10:50,1025.53,550.0500,452.03,4.0900,1.7400,2.3500,Leakage
1.2,10:50,1021.93,308.7100,227.48,5.0900,1.5700,3.5100,Leakage
1.2,10:50,1020.1900,120.5100,57.0900,5.7700,1.3800,4.3900,Theft
1.2,10:50,1019.9100,83.8400,25.64,5.8900,1.3200,4.58,Theft
1,11:00,1049.7900,949.6300,849.4800,1.7600,1.7600,0.0000,No leakage
1,11:00,1043.8800,911.7800,813.4700,2.0500,1.7500,0.3,Leakage
1,11:00,1039.6000,873.3200,776.92,2.3200,1.7300,0.5900,Leakage
1,11:00,1026.15,575.8500,495.04,3.9700,1.5700,2.4000,Leakage
1,11:00,1022.2,326.8500,261.19,5.0200,1.4000,3.6200,Leakage
1,11:00,1020.3200,128.3200,78.3900,5.7400,1.2100,4.5300,Theft
1,11:00,1020.0200,89.1900,43.55,5.8800,1.1500,4.72,Theft
1,11:10,1049.7800,949.6300,849.4700,1.7600,1.7600,0.0000,No leakage
1,11:10,1043.8700,911.7700,813.4600,2.0500,1.7500,0.3,Leakage
1,11:10,1039.6000,873.3200,776.91,2.3200,1.7300,0.5900,Leakage
1,11:10,1026.14,575.8400,495.04,3.9700,1.5700,2.4000,Leakage
1,11:10,1022.19,326.8400,261.19,5.0200,1.4000,3.6200,Leakage
1,11:10,1020.3100,128.3200,78.3900,5.7400,1.2100,4.5300,Theft
1,11:10,1020.0100,89.1900,43.56,5.8800,1.1500,4.72,Theft
1,11:20,1049.7700,949.6200,849.4700,1.7600,1.7600,0.0000,No leakage
1,11:20,1043.8700,911.7600,813.4600,2.0500,1.7500,0.3,Leakage
1,11:20,1039.5900,873.3100,776.9,2.3200,1.7300,0.5900,Leakage
1,11:20,1026.13,575.8400,495.03,3.9700,1.5700,2.4000,Leakage
1,11:20,1022.18,326.8400,261.18,5.0200,1.4000,3.6200,Leakage
1,11:20,1020.3000,128.3200,78.3900,5.7400,1.2100,4.5300,Theft
1,11:20,1020.0000,89.1900,43.56,5.8800,1.1500,4.72,Theft
0.8,11:30,1054.6900,972.6700,890.6500,1.5800,1.5800,0.0000,No leakage
0.8,11:30,1047.3800,935.5000,855.1100,1.8700,1.5700,0.31,Leakage
0.8,11:30,1042.2300,897.9100,819.17,2.1500,1.5500,0.6000,Leakage
0.8,11:30,1026.8,601.6600,536.71,3.8500,1.4000,2.4500,Leakage
0.8,11:30,1022.47,345.4500,294.02,4.9500,1.2300,3.7200,Leakage
0.8,11:30,1020.4400,136.5700,98.9600,5.7100,1.0400,4.6700,Theft
0.8,11:30,1020.1200,94.9600,60.95,5.8600,0.9800,4.87,Theft
0.8,11:40,1054.6800,972.6600,890.6400,1.5800,1.5800,0.0000,No leakage
0.8,11:40,1047.3700,935.4900,855.1000,1.8700,1.5700,0.31,Leakage
0.8,11:40,1042.2200,897.9000,819.17,2.1500,1.5500,0.6000,Leakage
0.8,11:40,1026.79,601.6600,536.7,3.8500,1.4000,2.4500,Leakage
0.8,11:40,1022.46,345.4500,294.01,4.9500,1.2300,3.7200,Leakage
0.8,11:40,1020.4300,136.5700,98.9600,5.7100,1.0400,4.6700,Theft
0.8,11:40,1020.1100,94.9600,60.95,5.8600,0.9800,4.87,Theft
0.8,11:50,1054.6700,972.6500,890.6400,1.5800,1.5800,0.0000,No leakage
0.8,11:50,1047.3600,935.4900,855.0900,1.8700,1.5700,0.31,Leakage
0.8,11:50,1042.2200,897.8900,819.16,2.1500,1.5500,0.6000,Leakage
0.8,11:50,1026.79,601.6500,536.7,3.8500,1.4000,2.4500,Leakage
0.8,11:50,1022.46,345.4400,294.01,4.9500,1.2300,3.7200,Leakage
0.8,11:50,1020.4200,136.5700,98.9600,5.7100,1.0400,4.6700,Theft
0.8,11:50,1020.1000,94.9500,60.95,5.8600,0.9800,4.87,Theft
0.9,12:00,1052.0700,961.1700,870.2800,1.6700,1.6700,0.0000,No leakage
0.9,12:00,1045.5100,923.6900,834.5300,1.9600,1.6600,0.3,Leakage
0.9,12:00,1040.8300,885.6800,798.29,2.2300,1.6400,0.6000,Leakage
0.9,12:00,1026.43,588.7300,516.03,3.9100,1.4800,2.4300,Leakage
0.9,12:00,1022.3,336.0800,277.71,4.9800,1.3200,3.6700,Leakage
0.9,12:00,1020.3400,132.3900,88.7800,5.7300,1.1300,4.6000,Theft
0.9,12:00,1020.0300,92.0300,52.35,5.8700,1.0700,4.8,Theft
0.9,12:10,1052.0600,961.1700,870.2700,1.6700,1.6700,0.0000,No leakage
0.9,12:10,1045.5100,923.6900,834.5300,1.9600,1.6600,0.3,Leakage
0.9,12:10,1040.8200,885.6700,798.29,2.2300,1.6400,0.6000,Leakage
0.9,12:10,1026.42,588.7300,516.03,3.9100,1.4800,2.4300,Leakage
0.9,12:10,1022.29,336.0800,277.71,4.9800,1.3200,3.6700,Leakage
0.9,12:10,1020.3300,132.3900,88.7800,5.7300,1.1300,4.6000,Theft
0.9,12:10,1020.0300,92.0300,52.35,5.8700,1.0700,4.8,Theft
0.9,12:20,1052.0500,961.1600,870.2600,1.6700,1.6700,0.0000,No leakage
0.9,12:20,1045.5000,923.6800,834.5200,1.9600,1.6600,0.3,Leakage
0.9,12:20,1040.8100,885.6600,798.28,2.2300,1.6400,0.6000,Leakage
0.9,12:20,1026.41,588.7200,516.02,3.9100,1.4800,2.4300,Leakage
0.9,12:20,1022.28,336.0700,277.71,4.9800,1.3200,3.6700,Leakage
0.9,12:20,1020.3300,132.3900,88.7800,5.7300,1.1300,4.6000,Theft
0.9,12:20,1020.0200,92.0200,52.35,5.8700,1.0700,4.8,Theft
1,12:30,1049.7200,949.5700,849.4200,1.7600,1.7600,0.0000,No leakage
1,12:30,1043.8100,911.7100,813.4100,2.0500,1.7500,0.3,Leakage
1,12:30,1039.5300,873.2600,776.85,2.3200,1.7300,0.5900,Leakage
1,12:30,1026.07,575.8000,495,3.9700,1.5700,2.4000,Leakage
1,12:30,1022.12,326.8200,261.17,5.0200,1.4000,3.6200,Leakage
1,12:30,1020.2500,128.3100,78.3800,5.7400,1.2100,4.5300,Theft
1,12:30,1019.9500,89.1900,43.55,5.8800,1.1500,4.72,Theft
1,12:40,1049.7100,949.5600,849.4100,1.7600,1.7600,0.0000,No leakage
1,12:40,1043.8000,911.7000,813.4000,2.0500,1.7500,0.3,Leakage
1,12:40,1039.5200,873.2500,776.85,2.3200,1.7300,0.5900,Leakage
1,12:40,1026.07,575.8000,495,3.9700,1.5700,2.4000,Leakage
1,12:40,1022.12,326.8200,261.16,5.0200,1.4000,3.6200,Leakage
1,12:40,1020.2400,128.3100,78.3800,5.7400,1.2100,4.5300,Theft
1,12:40,1019.9400,89.1900,43.55,5.8800,1.1500,4.72,Theft
1,12:50,1049.7000,949.5500,849.4000,1.7600,1.7600,0.0000,No leakage
1,12:50,1043.7900,911.7000,813.3900,2.0500,1.7500,0.3,Leakage
1,12:50,1039.5200,873.2500,776.84,2.3200,1.7300,0.5900,Leakage
1,12:50,1026.06,575.7900,494.99,3.9700,1.5700,2.4000,Leakage
1,12:50,1022.11,326.8100,261.16,5.0200,1.4000,3.6200,Leakage
1,12:50,1020.2300,128.3100,78.3800,5.7400,1.2100,4.5300,Theft
1,12:50,1019.9300,89.1900,43.55,5.8800,1.1500,4.72,Theft
1.1,13:00,1047.6000,937.8200,828.0400,1.8500,1.8500,0.0000,No leakage
1.1,13:00,1042.2500,899.5400,791.7300,2.1300,1.8300,0.3,Leakage
1.1,13:00,1038.3300,860.6500,754.87,2.4000,1.8200,0.5900,Leakage
1.1,13:00,1025.73,562.8800,473.63,4.0300,1.6600,2.3700,Leakage
1.1,13:00,1021.96,317.6800,244.4,5.0500,1.4900,3.5600,Leakage
1.1,13:00,1020.1500,124.3400,67.8000,5.7600,1.2900,4.4600,Theft
1.1,13:00,1019.8700,86.4500,34.62,5.8800,1.2400,4.65,Theft
1.1,13:10,1047.5900,937.8100,828.0300,1.8500,1.8500,0.0000,No leakage
1.1,13:10,1042.2400,899.5400,791.7300,2.1300,1.8300,0.3,Leakage
1.1,13:10,1038.3200,860.6500,754.86,2.4000,1.8200,0.5900,Leakage
1.1,13:10,1025.72,562.8700,473.63,4.0300,1.6600,2.3700,Leakage
1.1,13:10,1021.95,317.6800,244.4,5.0500,1.4900,3.5600,Leakage
1.1,13:10,1020.1400,124.3400,67.8000,5.7600,1.2900,4.4600,Theft
1.1,13:10,1019.8600,86.4500,34.62,5.8800,1.2400,4.65,Theft
1.1,13:20,1047.5800,937.8000,828.0300,1.8500,1.8500,0.0000,No leakage
1.1,13:20,1042.2300,899.5300,791.7200,2.1300,1.8300,0.3,Leakage
1.1,13:20,1038.3100,860.6400,754.85,2.4000,1.8200,0.5900,Leakage
1.1,13:20,1025.72,562.8700,473.63,4.0300,1.6600,2.3700,Leakage
1.1,13:20,1021.94,317.6700,244.39,5.0500,1.4900,3.5600,Leakage
1.1,13:20,1020.1300,124.3400,67.8000,5.7600,1.2900,4.4600,Theft
1.1,13:20,1019.8500,86.4500,34.62,5.8800,1.2400,4.65,Theft
1.2,13:30,1045.6800,925.9100,806.1400,1.9400,1.9400,0.0000,No leakage
1.2,13:30,1040.8200,887.1900,769.5100,2.2200,1.9200,0.3,Leakage
1.2,13:30,1037.2100,847.8600,732.34,2.4900,1.9000,0.5800,Leakage
1.2,13:30,1025.4,549.9800,451.95,4.0900,1.7400,2.3500,Leakage
1.2,13:30,1021.8,308.6600,227.44,5.0900,1.5700,3.5100,Leakage
1.2,13:30,1020.0600,120.4900,57.0800,5.7700,1.3800,4.3900,Theft
1.2,13:30,1019.7800,83.8300,25.63,5.8900,1.3200,4.58,Theft
1.2,13:40,1045.6700,925.9000,806.1400,1.9400,1.9400,0.0000,No leakage
1.2,13:40,1040.8100,887.1800,769.5100,2.2200,1.9200,0.3,Leakage
1.2,13:40,1037.2100,847.8500,732.34,2.4900,1.9000,0.5800,Leakage
1.2,13:40,1025.39,549.9700,451.95,4.0900,1.7400,2.3500,Leakage
1.2,13:40,1021.79,308.6600,227.43,5.0900,1.5700,3.5100,Leakage
1.2,13:40,1020.0500,120.4900,57.0800,5.7700,1.3800,4.3900,Theft
1.2,13:40,1019.7800,83.8300,25.63,5.8900,1.3200,4.58,Theft
1.2,13:50,1045.6600,925.8900,806.1300,1.9400,1.9400,0.0000,No leakage
1.2,13:50,1040.8000,887.1700,769.5000,2.2200,1.9200,0.3,Leakage
1.2,13:50,1037.2000,847.8500,732.33,2.4900,1.9000,0.5800,Leakage
1.2,13:50,1025.39,549.9600,451.94,4.0900,1.7400,2.3500,Leakage
1.2,13:50,1021.78,308.6600,227.43,5.0900,1.5700,3.5100,Leakage
1.2,13:50,1020.0400,120.4900,57.0800,5.7700,1.3800,4.3900,Theft
1.2,13:50,1019.7700,83.8300,25.63,5.8900,1.3200,4.58,Theft
1.3,14:00,1043.9300,913.8200,783.7200,2.0300,2.0300,0.0000,No leakage
1.3,14:00,1039.4900,874.6300,746.7500,2.3100,2.0100,0.3,Leakage
1.3,14:00,1036.1700,834.8800,709.29,2.5700,1.9900,0.5800,Leakage
1.3,14:00,1025.08,537.1000,429.97,4.1500,1.8300,2.3200,Leakage
1.3,14:00,1021.64,299.7800,210.29,5.1200,1.6600,3.4600,Leakage
1.3,14:00,1019.9700,116.7600,46.2800,5.7800,1.4600,4.3200,Theft
1.3,14:00,1019.7000,81.3500,16.75,5.9000,1.3900,4.51,Theft
1.3,14:10,1043.9200,913.8100,783.7100,2.0300,2.0300,0.0000,No leakage
1.3,14:10,1039.4900,874.6200,746.7400,2.3100,2.0100,0.3,Leakage
1.3,14:10,1036.1600,834.8700,709.28,2.5700,1.9900,0.5800,Leakage
1.3,14:10,1025.08,537.0900,429.97,4.1500,1.8300,2.3200,Leakage
1.3,14:10,1021.63,299.7800,210.29,5.1200,1.6600,3.4600,Leakage
1.3,14:10,1019.9600,116.7600,46.2800,5.7800,1.4600,4.3200,Theft
1.3,14:10,1019.7000,81.3500,16.75,5.9000,1.3900,4.51,Theft
1.3,14:20,1043.9100,913.8100,783.7000,2.0300,2.0300,0.0000,No leakage
1.3,14:20,1039.4800,874.6200,746.7400,2.3100,2.0100,0.3,Leakage
1.3,14:20,1036.1600,834.8700,709.28,2.5700,1.9900,0.5800,Leakage
1.3,14:20,1025.07,537.0900,429.96,4.1500,1.8300,2.3200,Leakage
1.3,14:20,1021.62,299.7700,210.29,5.1200,1.6600,3.4600,Leakage
1.3,14:20,1019.9500,116.7600,46.2800,5.7800,1.4600,4.3200,Theft
1.3,14:20,1019.6900,81.3500,16.75,5.9000,1.3900,4.51,Theft
0.8,14:30,1054.5400,972.5300,890.5200,1.5800,1.5800,0.0000,No leakage
0.8,14:30,1047.2300,935.3700,854.9800,1.8700,1.5700,0.31,Leakage
0.8,14:30,1042.0900,897.7800,819.05,2.1500,1.5500,0.6000,Leakage
0.8,14:30,1026.65,601.5700,536.62,3.8500,1.4000,2.4500,Leakage
0.8,14:30,1022.33,345.3900,293.96,4.9500,1.2300,3.7200,Leakage
0.8,14:30,1020.2900,136.5500,98.9400,5.7100,1.0400,4.6700,Theft
0.8,14:30,1019.9700,94.9400,60.94,5.8600,0.9800,4.87,Theft
0.8,14:40,1054.5400,972.5200,890.5100,1.5800,1.5800,0.0000,No leakage
0.8,14:40,1047.2300,935.3600,854.9700,1.8700,1.5700,0.31,Leakage
0.8,14:40,1042.0800,897.7700,819.04,2.1500,1.5500,0.6000,Leakage
0.8,14:40,1026.65,601.5700,536.62,3.8500,1.4000,2.4500,Leakage
0.8,14:40,1022.32,345.3900,293.96,4.9500,1.2300,3.7200,Leakage
0.8,14:40,1020.2900,136.5500,98.9400,5.7100,1.0400,4.6700,Theft
0.8,14:40,1019.9700,94.9400,60.94,5.8600,0.9800,4.87,Theft
0.8,14:50,1054.5300,972.5200,890.5000,1.5800,1.5800,0.0000,No leakage
0.8,14:50,1047.2200,935.3500,854.9700,1.8700,1.5700,0.31,Leakage
0.8,14:50,1042.0700,897.7600,819.04,2.1500,1.5500,0.6000,Leakage
0.8,14:50,1026.64,601.5600,536.61,3.8500,1.4000,2.4500,Leakage
0.8,14:50,1022.31,345.3900,293.96,4.9500,1.2300,3.7200,Leakage
0.8,14:50,1020.2800,136.5500,98.9400,5.7100,1.0400,4.6700,Theft
0.8,14:50,1019.9600,94.9400,60.94,5.8600,0.9800,4.87,Theft
0.7,15:00,1057.4400,983.9100,910.3800,1.4900,1.4900,0.0000,No leakage
0.7,15:00,1049.2400,946.9700,874.9700,1.7800,1.4800,0.31,Leakage
0.7,15:00,1043.5600,909.7800,839.33,2.0600,1.4600,0.6000,Leakage
0.7,15:00,1026.99,614.4700,556.89,3.7900,1.3100,2.4800,Leakage
0.7,15:00,1022.46,354.8600,309.99,4.9100,1.1400,3.7700,Leakage
0.7,15:00,1020.3500,140.8300,108.8600,5.7000,0.9500,4.7500,Theft
0.7,15:00,1020.0200,97.9500,69.3,5.8500,0.9000,4.95,Theft
0.7,15:10,1057.4300,983.9100,910.3800,1.4900,1.4900,0.0000,No leakage
0.7,15:10,1049.2300,946.9700,874.9600,1.7800,1.4800,0.31,Leakage
0.7,15:10,1043.5600,909.7700,839.32,2.0600,1.4600,0.6000,Leakage
0.7,15:10,1026.98,614.4600,556.89,3.7900,1.3100,2.4800,Leakage
0.7,15:10,1022.45,354.8500,309.99,4.9100,1.1400,3.7700,Leakage
0.7,15:10,1020.3400,140.8300,108.8600,5.7000,0.9500,4.7500,Theft
0.7,15:10,1020.0100,97.9500,69.3,5.8500,0.9000,4.95,Theft
0.7,15:20,1057.4300,983.9000,910.3700,1.4900,1.4900,0.0000,No leakage
0.7,15:20,1049.2300,946.9600,874.9600,1.7800,1.4800,0.31,Leakage
0.7,15:20,1043.5500,909.7700,839.31,2.0600,1.4600,0.6000,Leakage
0.7,15:20,1026.98,614.4600,556.89,3.7900,1.3100,2.4800,Leakage
0.7,15:20,1022.44,354.8500,309.99,4.9100,1.1400,3.7700,Leakage
0.7,15:20,1020.3300,140.8200,108.8600,5.7000,0.9500,4.7500,Theft
0.7,15:20,1020.0000,97.9500,69.3,5.8500,0.9000,4.95,Theft
0.6,15:30,1060.7200,995.2800,929.8300,1.4000,1.4000,0.0000,No leakage
0.6,15:30,1051.4700,958.4400,894.4200,1.6900,1.3800,0.31,Leakage
0.6,15:30,1045.1800,921.6100,859.04,1.9700,1.3700,0.6100,Leakage
0.6,15:30,1027.35,627.3500,576.78,3.7200,1.2200,2.5000,Leakage
